timestamp,symbol,open,high,low,close,volume,source
2026-06-17T00:00:00+00:00,ETH-USD,1791.6199951171875,1797.31005859375,1790.56005859375,1792.300048828125,0.0,yfinance_public_historical
2026-06-17T01:00:00+00:00,ETH-USD,1792.300048828125,1797.530029296875,1778.5999755859375,1795.81005859375,129264640.0,yfinance_public_historical
2026-06-17T02:00:00+00:00,ETH-USD,1796.0400390625,1807.449951171875,1786.989990234375,1793.8299560546875,0.0,yfinance_public_historical
2026-06-17T03:00:00+00:00,ETH-USD,1793.8800048828125,1795.010009765625,1785.8800048828125,1791.9200439453125,151093248.0,yfinance_public_historical
2026-06-17T04:00:00+00:00,ETH-USD,1792.43994140625,1798.9300537109375,1790.52001953125,1792.47998046875,0.0,yfinance_public_historical
2026-06-17T05:00:00+00:00,ETH-USD,1792.6800537109375,1797.5899658203125,1787.52001953125,1792.3399658203125,0.0,yfinance_public_historical
2026-06-17T06:00:00+00:00,ETH-USD,1792.4200439453125,1795.3399658203125,1784.9599609375,1788.6099853515625,372441088.0,yfinance_public_historical
2026-06-17T07:00:00+00:00,ETH-USD,1788.719970703125,1790.7900390625,1777.199951171875,1783.4599609375,0.0,yfinance_public_historical
2026-06-17T08:00:00+00:00,ETH-USD,1783.3599853515625,1784.449951171875,1759.280029296875,1763.550048828125,0.0,yfinance_public_historical
2026-06-17T09:00:00+00:00,ETH-USD,1763.219970703125,1775.56005859375,1763.219970703125,1771.3399658203125,304522240.0,yfinance_public_historical
2026-06-17T10:00:00+00:00,ETH-USD,1771.510009765625,1774.219970703125,1765.719970703125,1766.8699951171875,0.0,yfinance_public_historical
2026-06-17T11:00:00+00:00,ETH-USD,1767.4000244140625,1768.8599853515625,1758.5,1762.4100341796875,51284992.0,yfinance_public_historical
2026-06-17T12:00:00+00:00,ETH-USD,1762.8399658203125,1764.199951171875,1742.18994140625,1757.989990234375,0.0,yfinance_public_historical
2026-06-17T13:00:00+00:00,ETH-USD,1757.5899658203125,1770.31005859375,1753.300048828125,1760.0,31069184.0,yfinance_public_historical
2026-06-17T14:00:00+00:00,ETH-USD,1759.4300537109375,1764.010009765625,1741.0799560546875,1753.6700439453125,0.0,yfinance_public_historical
2026-06-17T15:00:00+00:00,ETH-USD,1754.0400390625,1775.800048828125,1750.0,1771.949951171875,411371520.0,yfinance_public_historical
2026-06-17T16:00:00+00:00,ETH-USD,1772.5799560546875,1790.239990234375,1768.2099609375,1770.510009765625,343012352.0,yfinance_public_historical
2026-06-17T17:00:00+00:00,ETH-USD,1771.050048828125,1793.5999755859375,1767.1700439453125,1787.5,10875904.0,yfinance_public_historical
2026-06-17T18:00:00+00:00,ETH-USD,1780.510009765625,1785.3800048828125,1745.6400146484375,1769.260009765625,1144056832.0,yfinance_public_historical
2026-06-17T19:00:00+00:00,ETH-USD,1768.9200439453125,1773.510009765625,1727.9100341796875,1733.9300537109375,905734144.0,yfinance_public_historical
2026-06-17T20:00:00+00:00,ETH-USD,1733.0999755859375,1746.199951171875,1731.9100341796875,1745.7900390625,299021312.0,yfinance_public_historical
2026-06-17T21:00:00+00:00,ETH-USD,1746.06005859375,1746.199951171875,1734.9000244140625,1737.25,59373568.0,yfinance_public_historical
2026-06-17T22:00:00+00:00,ETH-USD,1736.989990234375,1744.8699951171875,1724.5,1738.5899658203125,277346304.0,yfinance_public_historical
2026-06-17T23:00:00+00:00,ETH-USD,1738.8699951171875,1749.5999755859375,1738.31005859375,1749.199951171875,84677632.0,yfinance_public_historical
2026-06-18T00:00:00+00:00,ETH-USD,1749.25,1757.4000244140625,1748.469970703125,1751.4599609375,217289728.0,yfinance_public_historical
2026-06-18T01:00:00+00:00,ETH-USD,1751.300048828125,1761.5,1751.0999755859375,1753.0899658203125,0.0,yfinance_public_historical
2026-06-18T02:00:00+00:00,ETH-USD,1753.3399658203125,1757.280029296875,1748.6099853515625,1754.010009765625,496802816.0,yfinance_public_historical
2026-06-18T03:00:00+00:00,ETH-USD,1753.7099609375,1754.0899658203125,1739.6400146484375,1742.239990234375,140198912.0,yfinance_public_historical
2026-06-18T04:00:00+00:00,ETH-USD,1742.3499755859375,1743.6500244140625,1728.1600341796875,1728.780029296875,267899904.0,yfinance_public_historical
2026-06-18T05:00:00+00:00,ETH-USD,1728.4599609375,1730.6099853515625,1721.4000244140625,1728.97998046875,175191040.0,yfinance_public_historical
2026-06-18T06:00:00+00:00,ETH-USD,1728.9000244140625,1734.6600341796875,1723.6400146484375,1733.8800048828125,0.0,yfinance_public_historical
2026-06-18T07:00:00+00:00,ETH-USD,1733.9300537109375,1750.800048828125,1730.9100341796875,1747.8199462890625,674418688.0,yfinance_public_historical
2026-06-18T08:00:00+00:00,ETH-USD,1747.9000244140625,1751.68994140625,1744.6300048828125,1746.1099853515625,0.0,yfinance_public_historical
2026-06-18T09:00:00+00:00,ETH-USD,1745.8199462890625,1750.31005859375,1741.199951171875,1744.780029296875,140306432.0,yfinance_public_historical
2026-06-18T10:00:00+00:00,ETH-USD,1744.699951171875,1750.31005859375,1737.800048828125,1745.3900146484375,62327808.0,yfinance_public_historical
2026-06-18T11:00:00+00:00,ETH-USD,1745.2099609375,1747.989990234375,1737.5999755859375,1741.449951171875,0.0,yfinance_public_historical
2026-06-18T12:00:00+00:00,ETH-USD,1742.300048828125,1750.5,1740.2099609375,1748.469970703125,0.0,yfinance_public_historical
2026-06-18T13:00:00+00:00,ETH-USD,1748.5799560546875,1750.4000244140625,1728.4000244140625,1734.489990234375,0.0,yfinance_public_historical
2026-06-18T14:00:00+00:00,ETH-USD,1734.780029296875,1742.4599609375,1727.3199462890625,1737.510009765625,0.0,yfinance_public_historical
2026-06-18T15:00:00+00:00,ETH-USD,1736.56005859375,1736.56005859375,1678.1800537109375,1680.030029296875,743878656.0,yfinance_public_historical
2026-06-18T16:00:00+00:00,ETH-USD,1679.1600341796875,1690.760009765625,1679.1600341796875,1684.219970703125,420877312.0,yfinance_public_historical
2026-06-18T17:00:00+00:00,ETH-USD,1685.1199951171875,1685.1199951171875,1669.5699462890625,1676.97998046875,242244608.0,yfinance_public_historical
2026-06-18T18:00:00+00:00,ETH-USD,1677.719970703125,1687.25,1674.4200439453125,1683.219970703125,0.0,yfinance_public_historical
2026-06-18T19:00:00+00:00,ETH-USD,1683.5,1705.6500244140625,1680.6199951171875,1703.5699462890625,0.0,yfinance_public_historical
2026-06-18T20:00:00+00:00,ETH-USD,1705.0899658203125,1714.3800048828125,1705.0899658203125,1708.47998046875,0.0,yfinance_public_historical
2026-06-18T21:00:00+00:00,ETH-USD,1708.4599609375,1709.989990234375,1700.199951171875,1706.3499755859375,105360384.0,yfinance_public_historical
2026-06-18T22:00:00+00:00,ETH-USD,1706.31005859375,1706.719970703125,1698.18994140625,1705.010009765625,0.0,yfinance_public_historical
2026-06-18T23:00:00+00:00,ETH-USD,1704.989990234375,1710.489990234375,1701.1199951171875,1708.9599609375,90991616.0,yfinance_public_historical
2026-06-19T00:00:00+00:00,ETH-USD,1708.8800048828125,1714.2099609375,1706.780029296875,1711.6400146484375,0.0,yfinance_public_historical
2026-06-19T01:00:00+00:00,ETH-USD,1712.0,1717.3299560546875,1704.2099609375,1711.68994140625,0.0,yfinance_public_historical
2026-06-19T02:00:00+00:00,ETH-USD,1711.5999755859375,1713.47998046875,1699.4300537109375,1704.989990234375,81939456.0,yfinance_public_historical
2026-06-19T03:00:00+00:00,ETH-USD,1705.0999755859375,1706.199951171875,1680.969970703125,1695.6099853515625,295608320.0,yfinance_public_historical
2026-06-19T04:00:00+00:00,ETH-USD,1695.81005859375,1701.199951171875,1684.6600341796875,1688.0999755859375,0.0,yfinance_public_historical
2026-06-19T05:00:00+00:00,ETH-USD,1688.3199462890625,1695.949951171875,1687.9000244140625,1695.8800048828125,0.0,yfinance_public_historical
2026-06-19T06:00:00+00:00,ETH-USD,1695.3499755859375,1701.6700439453125,1694.4200439453125,1698.699951171875,0.0,yfinance_public_historical
2026-06-19T07:00:00+00:00,ETH-USD,1698.3399658203125,1699.3399658203125,1688.4200439453125,1694.0699462890625,0.0,yfinance_public_historical
2026-06-19T08:00:00+00:00,ETH-USD,1694.1199951171875,1697.4599609375,1692.3199462890625,1695.7900390625,0.0,yfinance_public_historical
2026-06-19T09:00:00+00:00,ETH-USD,1696.199951171875,1697.5699462890625,1687.0400390625,1687.550048828125,0.0,yfinance_public_historical
2026-06-19T10:00:00+00:00,ETH-USD,1688.0,1692.93994140625,1685.6199951171875,1691.3900146484375,0.0,yfinance_public_historical
2026-06-19T11:00:00+00:00,ETH-USD,1690.9100341796875,1692.489990234375,1687.06005859375,1690.0799560546875,0.0,yfinance_public_historical
2026-06-19T12:00:00+00:00,ETH-USD,1690.3199462890625,1694.0799560546875,1677.3599853515625,1693.5999755859375,302573568.0,yfinance_public_historical
2026-06-19T13:00:00+00:00,ETH-USD,1693.5999755859375,1707.97998046875,1686.06005859375,1701.530029296875,0.0,yfinance_public_historical
2026-06-19T14:00:00+00:00,ETH-USD,1700.9100341796875,1708.199951171875,1694.739990234375,1705.4000244140625,0.0,yfinance_public_historical
2026-06-19T15:00:00+00:00,ETH-USD,1705.3599853515625,1710.1700439453125,1696.6300048828125,1706.0899658203125,0.0,yfinance_public_historical
2026-06-19T16:00:00+00:00,ETH-USD,1705.9100341796875,1710.199951171875,1693.239990234375,1694.9200439453125,0.0,yfinance_public_historical
2026-06-19T17:00:00+00:00,ETH-USD,1695.219970703125,1704.5799560546875,1692.699951171875,1703.31005859375,0.0,yfinance_public_historical
2026-06-19T18:00:00+00:00,ETH-USD,1703.2099609375,1703.9300537109375,1696.8800048828125,1701.22998046875,0.0,yfinance_public_historical
2026-06-19T19:00:00+00:00,ETH-USD,1701.219970703125,1703.06005859375,1696.699951171875,1699.3900146484375,105840640.0,yfinance_public_historical
2026-06-19T20:00:00+00:00,ETH-USD,1699.75,1707.3499755859375,1697.219970703125,1706.969970703125,0.0,yfinance_public_historical
2026-06-19T21:00:00+00:00,ETH-USD,1706.75,1706.8599853515625,1699.5,1700.199951171875,0.0,yfinance_public_historical
2026-06-19T22:00:00+00:00,ETH-USD,1699.4300537109375,1708.27001953125,1698.5999755859375,1705.6600341796875,0.0,yfinance_public_historical
2026-06-19T23:00:00+00:00,ETH-USD,1706.0799560546875,1712.6500244140625,1703.0999755859375,1709.4100341796875,10369536.0,yfinance_public_historical
2026-06-20T00:00:00+00:00,ETH-USD,1708.010009765625,1714.77001953125,1706.5699462890625,1707.1099853515625,69695488.0,yfinance_public_historical
2026-06-20T01:00:00+00:00,ETH-USD,1707.1400146484375,1711.8299560546875,1705.219970703125,1708.4200439453125,0.0,yfinance_public_historical
2026-06-20T02:00:00+00:00,ETH-USD,1708.010009765625,1708.9300537109375,1702.4599609375,1703.1199951171875,0.0,yfinance_public_historical
2026-06-20T03:00:00+00:00,ETH-USD,1703.1400146484375,1707.43994140625,1702.719970703125,1706.4599609375,0.0,yfinance_public_historical
2026-06-20T04:00:00+00:00,ETH-USD,1706.300048828125,1713.800048828125,1704.949951171875,1711.8599853515625,0.0,yfinance_public_historical
2026-06-20T05:00:00+00:00,ETH-USD,1711.989990234375,1729.8599853515625,1710.6099853515625,1724.27001953125,229964288.0,yfinance_public_historical
2026-06-20T06:00:00+00:00,ETH-USD,1724.5999755859375,1728.1400146484375,1722.3199462890625,1725.97998046875,0.0,yfinance_public_historical
2026-06-20T07:00:00+00:00,ETH-USD,1725.9100341796875,1727.6700439453125,1721.4000244140625,1724.199951171875,0.0,yfinance_public_historical
2026-06-20T08:00:00+00:00,ETH-USD,1724.31005859375,1725.300048828125,1719.7099609375,1721.22998046875,0.0,yfinance_public_historical
2026-06-20T09:00:00+00:00,ETH-USD,1721.5,1728.5999755859375,1721.5,1726.719970703125,0.0,yfinance_public_historical
2026-06-20T10:00:00+00:00,ETH-USD,1726.81005859375,1727.8900146484375,1723.68994140625,1725.800048828125,0.0,yfinance_public_historical
2026-06-20T11:00:00+00:00,ETH-USD,1726.02001953125,1729.300048828125,1724.02001953125,1725.3199462890625,0.0,yfinance_public_historical
